,object_id,events,swing_indicator_from_samples,runs_game_t1,runs_game_t2,game_play,outs_inning,outs_play,count_balls_pa,count_balls_play,strikes_pa,strikes_play,eventId_pitch,pitch_type,pitch_result,pitch_action,pitch_speed_mph,pitch_speed_kph,pitch_speed_mps,pitch_spin_rpm,eventId_hit,hit_speed_mph,hit_speed_kph,hit_speed_mps,hit_spin,stroke_type,stroke_attempt,bat_nearest,bat_hit,bat_first,bat_last,swing_displacement_head_nearest,swing_displacement_handle_nearest,swing_time_nearest,found_nearest_inidicator,hit_inidicator,swing_displacement_head_hit,swing_displacement_handle_hit,swing_time_hit,bat_average_speed_bhit,bat_max_speed_bhit,bat_total_displacement_bhit,bat_max_instantaneous_displacement_bhit,bat_swing_duration_bhit,ball_ahit_flight_time,ball_ahit_height,ball_ahit_range,ball_hit_position,bat_hit_position,relative_distance_from_handle_to_hit,eventId_events,hit_spray_angle,hit_launch_angle,events_type,hit_indicator,events_teamId,events_personId
1135,12345634_31396.jsonl,"{'start': {'angle': [-10.19211897923316, -0.48420864195393154]}, 'type': 'Hit', 'teamId': {'mlbId': 90068}, 'personId': {'mlbId': 545569723}, 'eventId': '412c2d8c-12ff-4859-9c3a-e08f0c6e5cc4'}",SwingRecorded,7,0,0,1,2,1,0,0,0,9b08fde3-72af-4c33-806d-946e3b2b9ea4,Sinker,HitIntoPlay,{},91.0,147.0,41.0,2350.0,412c2d8c-12ff-4859-9c3a-e08f0c6e5cc4,99.0,159.0,44.0,3860.0,{},{},[],"[{'event': 'Hit', 'time': 0.4145122908214156, 'head': {'pos': [0.4518200204678947, 1.151946283311743, 2.4885615369589615]}, 'handle': {'pos': [-2.061219667536032, 1.1011539604775262, 3.536086979384852]}}]","[{'event': 'First', 'time': -0.4206352, 'head': {'pos': [-3.755409351427003, 0.2997030806785054, 6.362709769432582]}, 'handle': {'pos': [-2.1017005112666522, -1.7084852904038703, 5.557921334937931]}}]","[{'event': 'Last', 'time': 0.8158198, 'head': {'pos': [-3.4812996034305885, -1.1654558441582576, 6.895570195288822]}, 'handle': {'pos': [-3.720705521806536, 0.6419566547123623, 4.872898014424073]}}]",,,,No,Hit,5.7823975988640015,3.461722920757415,0.8351474908214156,14.767525492811023,129.09671775095282,5.80740071667318,0.43027936026392255,0.8331919999999999,,,,[0.25704567 1.39654565 2.61623029],[0.24482319 1.14776257 2.57484527],0.9176308930674413,412c2d8c-12ff-4859-9c3a-e08f0c6e5cc4,-10.19211897923316,-0.48420864195393154,Hit,Hit,90068.0,545569723.0
1137,12345634_32238.jsonl,{'eventId': ''},SwingRecorded,0,0,0,1,0,2,1,0,0,ddd56f14-589e-4c55-a3b2-58e5a131414d,Sinker,Ball,Called,91.0,147.0,41.0,2310.0,{},,,,,{},{},"[{'event': 'Nearest', 'time': 0.4124593760800234, 'head': {'pos': [3.992490390661456, 0.44840944756938894, 5.37975028935418]}, 'handle': {'pos': [1.8049616552115526, -0.9509631614226318, 4.560157574125977]}}]",[],"[{'event': 'First', 'time': -0.3178906, 'head': {'pos': [3.4838554326023092, 0.5413447692753279, 6.523458352950428]}, 'handle': {'pos': [1.9356884085622617, -1.1559862136141748, 5.061437735356522]}}]","[{'event': 'Last', 'time': 0.9753814, 'head': {'pos': [3.4448897949276365, 1.0048681754270115, 5.899322524075477]}, 'handle': {'pos': [0.9626271544785878, 0.6313816594955369, 4.843795218734866]}}]",1.2551552212039332,0.5571406788369292,0.7303499760800234,Nearest,NoHit,,,,4.982654917807368,11.185592283269626,1.2529966055194324,0.037281579080137385,0.729965,,,,,,,,,,,,,
1138,12345634_31480.jsonl,{'eventId': ''},SwingRecorded,7,0,0,1,0,0,0,1,1,f7453016-1541-4fad-bada-b8d58b48432a,Slider,Strike,{},85.0,137.0,38.0,2390.0,{},,,,,{},{},"[{'event': 'Nearest', 'time': 0.424575494045102, 'head': {'pos': [-0.14822133498140935, 2.5346086330688298, 1.7222595536147216]}, 'handle': {'pos': [-1.733191777836618, 0.7999052470532125, 3.0984611173010315]}}]",[],"[{'event': 'First', 'time': -0.394039, 'head': {'pos': [-3.5104834217262337, -1.1454733667164765, 6.4889022372805165]}, 'handle': {'pos': [-1.6717089709756583, -2.051159686425974, 4.696167260874547]}}]","[{'event': 'Last', 'time': 0.782531, 'head': {'pos': [-0.9272143829122486, -0.5163538627032631, 2.5525924877348247]}, 'handle': {'pos': [-2.724871429838693, -1.2446902594709712, 4.463930532364936]}}]",6.89700604167128,3.2687943207957786,0.8186144940451019,Nearest,NoHit,,,,16.306174458065435,152.0051851966332,6.901278952485979,0.5066332822603999,0.8165989999999996,,,,,,,,,,,,,
1139,12345634_32956.jsonl,{'eventId': ''},SwingRecorded,7,0,0,0,0,0,0,1,1,347ba753-f1d6-47db-941d-c40110e72b36,Slider,Strike,Called,85.0,136.0,38.0,2520.0,{},,,,,{},{},"[{'event': 'Nearest', 'time': 0.462470766654932, 'head': {'pos': [-0.6978436532307339, -1.0307578477626382, 2.8847273591740343]}, 'handle': {'pos': [-2.5657700741578444, 0.6465643694175982, 3.9395728226554567]}}]",[],"[{'event': 'First', 'time': -0.3892107, 'head': {'pos': [-3.9737405547860036, -0.3809800450242682, 6.002195932747497]}, 'handle': {'pos': [-1.6691196108479167, -1.5918849903021288, 5.203641360827161]}}]","[{'event': 'Last', 'time': 0.9073493, 'head': {'pos': [-4.057660280008838, -1.1417110239538157, 5.648671166036329]}, 'handle': {'pos': [-1.746201433581198, -1.5920815877411219, 4.281344488677682]}}]",4.568623645012695,2.722591937580642,0.8516814666549319,Nearest,NoHit,,,,10.594667189911332,64.79021487908996,4.600105614889394,0.2159457861920052,0.8499300000000001,,,,,,,,,,,,,
1142,12345634_33197.jsonl,"{'start': {'angle': [6.911906423450072, 22.09427499052977]}, 'type': 'Hit', 'teamId': {'mlbId': 90068}, 'personId': {'mlbId': 765710437}, 'eventId': 'a7cd75ed-1423-47e2-a32f-29c1b9d68930'}",SwingRecorded,0,0,0,2,0,0,0,2,0,0051f5bb-1024-4673-a4f3-c9e51bf4f6fc,Changeup,HitIntoPlay,{},86.0,139.0,39.0,1760.0,a7cd75ed-1423-47e2-a32f-29c1b9d68930,108.0,174.0,48.0,1590.0,{},{},[],"[{'event': 'Hit', 'time': 0.4301881738481, 'head': {'pos': [-0.6575268798392965, 1.9727633376989062, 2.1021375287804136]}, 'handle': {'pos': [1.7443122408167016, 1.499206309518501, 3.2946854169671704]}}]","[{'event': 'First', 'time': -0.3986193, 'head': {'pos': [3.8509637832047643, 0.572894162764522, 6.535019275219571]}, 'handle': {'pos': [1.9838974416110522, -0.9888076423687058, 5.314196342111407]}}]","[{'event': 'Last', 'time': 0.8246247, 'head': {'pos': [1.1157040480766702, -1.524756928036176, 3.552181782571969]}, 'handle': {'pos': [3.6016927625529607, -0.8459714828010834, 4.432163780629226]}}]",,,,No,Hit,6.475844527441994,3.213415452443396,0.8288074738480999,14.835661988530513,139.96910438994541,6.455843101583863,0.46651702493170005,0.8266059999999997,,,,[-0.21552148  2.25403882  2.37814703],[-0.25019029  1.89245109  2.30438604],0.8304063792470079,a7cd75ed-1423-47e2-a32f-29c1b9d68930,6.911906423450072,22.09427499052977,Hit,Hit,90068.0,765710437.0
1143,12345634_33322.jsonl,"{'start': {'angle': [33.95417795260805, 46.271320582717806]}, 'type': 'Hit', 'teamId': {'mlbId': 90068}, 'personId': {'mlbId': 459722179}, 'eventId': '31f72f30-5b49-4d6a-b82f-dea5d9ba28b5'}",SwingRecorded,9,0,0,0,0,0,0,2,0,346487c9-422f-4515-a549-e66e3f09c82a,Sinker,Strike,Foul,90.0,145.0,40.0,2170.0,31f72f30-5b49-4d6a-b82f-dea5d9ba28b5,82.0,132.0,37.0,3740.0,{},{},[],"[{'event': 'Hit', 'time': 0.4216475945935906, 'head': {'pos': [1.1168441383587084, 0.9437801445030062, 2.4503637224130803]}, 'handle': {'pos': [-1.4205073624997788, 0.8775821277565344, 3.436630962942413]}}]","[{'event': 'First', 'time': -0.4156510000000003, 'head': {'pos': [-3.488691050416822, -0.8002505898631134, 6.915289437547796]}, 'handle': {'pos': [-1.657559111874445, -1.9406765398319978, 5.253470445491522]}}]","[{'event': 'Last', 'time': 0.8342529999999996, 'head': {'pos': [-0.5612242579368999, -2.2137673632622326, 3.1317227598170896]}, 'handle': {'pos': [-2.6648479508096967, -3.2366022026499213, 4.525937282833653]}}]",,,,No,Hit,6.647417484943648,3.361499837077014,0.8372985945935909,13.677503673393733,156.78700796471315,6.579792693613689,0.522571097546385,0.8366030000000003,,,,[0.98213104 1.33983016 2.96412289],[0.83546948 0.93643924 2.55973391],0.8891069461813218,31f72f30-5b49-4d6a-b82f-dea5d9ba28b5,33.95417795260805,46.271320582717806,Hit,Hit,90068.0,459722179.0
1145,12345634_33357.jsonl,{'eventId': ''},SwingRecorded,0,0,0,0,0,0,0,0,1,f2e6a6f6-2c46-4be0-8eb2-6ee5eaa663a3,Cutter,Strike,{},87.0,140.0,39.0,2750.0,{},,,,,{},{},"[{'event': 'Nearest', 'time': 0.4386749737071625, 'head': {'pos': [-0.38365647474338005, 0.8446772243024933, 1.5273453999664963]}, 'handle': {'pos': [2.0668883204636583, 0.5134428850506877, 2.6676839046463314]}}]",[],"[{'event': 'First', 'time': -0.345261, 'head': {'pos': [2.9923234870590254, -1.7784854785175193, 7.115735175839364]}, 'handle': {'pos': [1.7061466742878393, -2.6101406108626315, 4.864211950730391]}}]","[{'event': 'Last', 'time': 0.837978, 'head': {'pos': [1.7399533516388568, -0.48602568906033794, 3.092503334776014]}, 'handle': {'pos': [4.356903757342676, -1.2106442229655465, 3.2968472617202997]}}]",7.036215144169326,3.8355760777830454,0.7839359737071625,Nearest,NoHit,,,,15.5695888874216,120.21200898849786,7.016643246438524,0.4006666259586603,0.783271,,,,,,,,,,,,,
1146,12345634_33042.jsonl,"{'start': {'angle': [-81.49047903181264, 33.49431226103318]}, 'type': 'Hit', 'teamId': {'mlbId': 63813}, 'personId': {'mlbId': 686425745}, 'eventId': 'e4299e45-518e-4ada-914e-8890c0db9823'}",SwingRecorded,0,0,0,0,0,0,0,0,1,f06e1df5-ae11-45c8-9271-113e02364982,Sinker,Strike,Foul,96.0,155.0,43.0,950.0,e4299e45-518e-4ada-914e-8890c0db9823,91.0,147.0,41.0,2560.0,{},{},[],"[{'event': 'Hit', 'time': 0.4070445479221953, 'head': {'pos': [-0.6431202261360909, -0.8460773790932216, 3.3791421135903597]}, 'handle': {'pos': [1.4115526273829642, 0.7692802097979778, 4.143470060936787]}}]","[{'event': 'First', 'time': -0.4438863000000003, 'head': {'pos': [3.171870824932967, -1.683108683070653, 6.71593675868919]}, 'handle': {'pos': [1.5439819811767426, -2.623019564913533, 4.74570749978588]}}]","[{'event': 'Last', 'time': 0.8326827, 'head': {'pos': [4.81281540657927, -1.750352613984801, 6.705792331261734]}, 'handle': {'pos': [4.390905248379426, -0.14231609146780927, 4.549066051287715]}}]",,,,No,Hit,5.137020208947535,3.44788706717687,0.8509308479221955,11.620367411281439,112.6186474646452,5.086333111353837,0.3754705706471275,0.8499350000000003,,,,[-0.54931079 -0.39062941  3.55037623],[-0.34959124 -0.61530863  3.48833342],0.8571407674836639,e4299e45-518e-4ada-914e-8890c0db9823,-81.49047903181264,33.49431226103318,Hit,Hit,63813.0,686425745.0
1148,12345634_33630.jsonl,{'eventId': ''},SwingRecorded,9,0,0,0,0,2,0,1,1,be38eb9e-fdb9-427d-b0c9-b8b82da45835,Changeup,Strike,{},85.0,137.0,38.0,2360.0,{},,,,,{},{},"[{'event': 'Nearest', 'time': 0.46056111199329, 'head': {'pos': [0.08421965129176757, -0.8393533093167749, 2.207642622435565]}, 'handle': {'pos': [-1.7581783557373305, 0.37765527381002717, 3.8012917614753445]}}]",[],"[{'event': 'First', 'time': -0.3919012000000003, 'head': {'pos': [-3.292491003981601, -0.9959520450869502, 6.6542963885482145]}, 'handle': {'pos': [-1.5319051205057872, -2.0666510308929054, 4.874071988431443]}}]","[{'event': 'Last', 'time': 0.8813397999999998, 'head': {'pos': [-0.8253910771308114, -2.714094016071276, 3.952787446796399]}, 'handle': {'pos': [-2.923366831676633, -1.1123751159137043, 4.6223038276917725]}}]",5.585644790815589,2.6789345463337906,0.8524623119932903,Nearest,NoHit,,,,10.794464950852076,115.1682482362981,5.494452260233792,0.38339509837860103,0.849936,,,,,,,,,,,,,
1151,12345634_33094.jsonl,{'eventId': ''},SwingRecorded,0,0,0,0,0,1,0,1,1,556ef114-35d0-43c4-8caa-2e0979c3e483,Cutter,Strike,Foul,88.0,141.0,39.0,2770.0,{},,,,,{},{},"[{'event': 'Nearest', 'time': 0.4317060465233586, 'head': {'pos': [0.3830862616958981, 1.3581318785922214, 1.4456212577924439]}, 'handle': {'pos': [2.5179095971931598, 0.603016914230877, 2.9580988949445572]}}]",[],"[{'event': 'First', 'time': -0.4019468000000002, 'head': {'pos': [2.756188941922859, -1.6530360678577043, 7.099992385578217]}, 'handle': {'pos': [1.5103403353504126, -2.28912214980811, 4.763646171524786]}}]","[{'event': 'Last', 'time': 0.7712561999999997, 'head': {'pos': [1.329978734627515, -0.5354779068768923, 2.775009002451335]}, 'handle': {'pos': [3.6188155031214584, -1.9775038474777547, 3.0865299807107904]}}]",6.831592902344607,3.5552306748109785,0.8336528465233588,Nearest,NoHit,,,,14.190208788632097,131.52766043372958,6.822312676375398,0.4383873196259188,0.8332410000000002,,,,,,,,,,,,,
1152,12345634_35188.jsonl,"{'start': {'angle': [138.63182725173363, 28.027863780121304]}, 'type': 'Hit', 'teamId': {'mlbId': 63813}, 'personId': {'mlbId': 805688901}, 'eventId': '5cf17a50-464a-43c5-a51b-1961bde2fea6'}",SwingRecorded,0,0,0,2,0,3,0,2,0,bbcfbbf2-7b66-4aad-a4a2-43214f04c2f0,Slider,Strike,Foul,85.0,137.0,38.0,2900.0,5cf17a50-464a-43c5-a51b-1961bde2fea6,65.0,104.0,29.0,1400.0,{},{},[],"[{'event': 'Hit', 'time': 0.4450757321964097, 'head': {'pos': [0.7239850948527106, 1.225016103926661, 1.796646132946187]}, 'handle': {'pos': [-1.642972552178439, 1.3521542238423512, 3.1370211855700383]}}]","[{'event': 'First', 'time': -0.3898777, 'head': {'pos': [-3.559366985171889, -1.005395835340696, 6.168571151580048]}, 'handle': {'pos': [-1.3706894665038536, -1.9831196933615012, 4.876671518169862]}}]","[{'event': 'Last', 'time': 0.8433563, 'head': {'pos': [-4.557283183136949, -1.9167815604508918, 6.610581125317332]}, 'handle': {'pos': [-4.3629048582791325, 0.3332376434581289, 5.089105349980304]}}]",,,,No,Hit,6.514259039125949,3.771547886642761,0.8349534321964097,15.239564617623264,126.47166684302007,6.422782437538282,0.42153006558778977,0.8332660000000001,,,,[0.78931329 1.29064795 2.03534732],[0.66855126 1.22799366 1.82803754],0.9765801321521198,5cf17a50-464a-43c5-a51b-1961bde2fea6,138.63182725173363,28.027863780121304,Hit,Hit,63813.0,805688901.0
1153,12345634_34783.jsonl,"{'start': {'angle': [175.45141346267465, 9.956119201624933]}, 'type': 'Hit', 'teamId': {'mlbId': 90068}, 'personId': {'mlbId': 360906992}, 'eventId': '7aa84367-8d6e-45ab-aa99-6c11afec34ff'}",SwingRecorded,9,0,0,2,0,2,0,2,0,dc0008b0-225a-45c7-8220-8a4a5199389a,Slider,Strike,Foul,80.0,129.0,36.0,2260.0,7aa84367-8d6e-45ab-aa99-6c11afec34ff,68.0,110.0,30.0,30.0,{},{},[],"[{'event': 'Hit', 'time': 0.4568147560995893, 'head': {'pos': [-0.07113239532053654, 3.2609264211699376, 2.8827460851436784]}, 'handle': {'pos': [-2.367901813565692, 1.9322021489073509, 3.4947917809747953]}}]","[{'event': 'First', 'time': -0.3615196, 'head': {'pos': [-3.3873423680842967, -0.09833753798328826, 6.808017205570909]}, 'handle': {'pos': [-1.6814037017179797, -1.7353039126791727, 5.456953831490089]}}]","[{'event': 'Last', 'time': 0.8383953999999996, 'head': {'pos': [-0.48115190148217607, -3.7448204904427973, 2.498111480104976]}, 'handle': {'pos': [-2.6139831283858057, -2.2513172955626892, 3.2954426851251966]}}]",,,,No,Hit,6.139190199007005,4.215680286955683,0.8183343560995893,14.251299078909984,131.00571287761676,6.116739135435536,0.4366420410211006,0.8166100000000001,,,,[-0.50156719  3.13400063  3.28166123],[-0.50519995  3.00981018  2.99841689],0.8110095207296639,7aa84367-8d6e-45ab-aa99-6c11afec34ff,175.45141346267465,9.956119201624933,Hit,Hit,90068.0,360906992.0
1154,12345634_35122.jsonl,"{'start': {'angle': [-64.6690917945591, -4.857009112857786]}, 'type': 'Hit', 'teamId': {'mlbId': 63813}, 'personId': {'mlbId': 686425745}, 'eventId': '97567688-2726-4c36-a4c4-5ed363e89754'}",SwingRecorded,0,0,0,0,0,0,0,2,0,2a060c67-4a17-4ca9-85a6-61aa6f10ab42,Sinker,Strike,Foul,96.0,155.0,43.0,2200.0,97567688-2726-4c36-a4c4-5ed363e89754,98.0,158.0,44.0,5420.0,{},{},[],"[{'event': 'Hit', 'time': 0.409141665219336, 'head': {'pos': [-0.7564692288071672, -1.1681414279945836, 3.134800352762467]}, 'handle': {'pos': [1.1714984105585642, 0.5789343250301168, 3.938494934567666]}}]","[{'event': 'First', 'time': -0.4439151, 'head': {'pos': [2.9662102848985388, -1.1933209252127952, 6.635410877302603]}, 'handle': {'pos': [1.5432218015862798, -2.537245873748332, 4.742205290173789]}}]","[{'event': 'Last', 'time': 0.8459829, 'head': {'pos': [5.658998166422886, -3.5326418719074235, 5.026357353001078]}, 'handle': {'pos': [4.643943440656751, -1.3557692904808623, 3.7433345340284676]}}]",,,,No,Hit,5.110112602806858,3.2395536183870393,0.8530567652193359,10.885520653970366,114.87667154616801,4.915233382954645,0.3828839462633751,0.849933,,,,[-0.63611326 -0.69118899  3.19675644],[-0.466541   -0.90541577  3.25566013],0.8496197664235083,97567688-2726-4c36-a4c4-5ed363e89754,-64.6690917945591,-4.857009112857786,Hit,Hit,63813.0,686425745.0
1158,12345634_3441.jsonl,"{'start': {'angle': [174.12949085555184, 7.947116377013312]}, 'type': 'Hit', 'teamId': {'mlbId': 90068}, 'personId': {'mlbId': 360906992}, 'eventId': '171b32f6-9067-4020-947c-e24ec9083f89'}",SwingRecorded,9,0,0,2,0,1,0,1,1,e51c4877-3bff-4277-9bf3-93fddc409dbf,Slider,Strike,Foul,80.0,129.0,36.0,2250.0,171b32f6-9067-4020-947c-e24ec9083f89,67.0,107.0,30.0,120.0,{},{},[],"[{'event': 'Hit', 'time': 0.455138996107221, 'head': {'pos': [-0.3949534655106127, 3.3458839661875346, 2.0905664323105775]}, 'handle': {'pos': [-2.369240612234224, 1.7531084650805229, 3.0807756785947036]}}]","[{'event': 'First', 'time': -0.3618881000000003, 'head': {'pos': [-3.617064428692224, 0.01125627070140787, 6.743327169122811]}, 'handle': {'pos': [-1.9032934923321918, -1.7399558055521587, 5.55526011388449]}}]","[{'event': 'Last', 'time': 0.8380148999999997, 'head': {'pos': [-0.744563513328223, -1.2665986679123082, 3.660027073498621]}, 'handle': {'pos': [-3.4577797591802764, -1.0416503050104686, 3.7158278203000874]}}]",,,,No,Hit,6.568860129472979,4.306004869691515,0.8170270961072214,15.401146870772921,134.39743185735432,6.568433820573912,0.44842943490385184,0.8166010000000004,,,,[-0.6294908   3.18718821  2.54407822],[-0.70509941  3.09567068  2.246121  ],0.8429073770438746,171b32f6-9067-4020-947c-e24ec9083f89,174.12949085555184,7.947116377013312,Hit,Hit,90068.0,360906992.0
1160,12345634_35901.jsonl,"{'start': {'angle': [-10.327489107063741, 10.306216223670326]}, 'type': 'Hit', 'teamId': {'mlbId': 63813}, 'personId': {'mlbId': 797957728}, 'eventId': '687498ac-2e3c-4362-8389-57092908e34d'}",SwingRecorded,9,0,0,1,0,2,0,2,0,0c2c936a-626f-49c2-9fff-44f2ee7f7621,Slider,HitIntoPlay,{},71.0,115.0,32.0,2410.0,687498ac-2e3c-4362-8389-57092908e34d,88.0,142.0,39.0,100.0,{},{},[],"[{'event': 'Hit', 'time': 0.5214387933627677, 'head': {'pos': [2.4078363720620137, 1.796381641923748, 3.4067267675645603]}, 'handle': {'pos': [-0.16554502280906924, 1.7367789934749769, 4.295216276169238]}}]","[{'event': 'First', 'time': -0.3096529, 'head': {'pos': [-3.936412649795647, -0.5082253984384867, 5.764722903029427]}, 'handle': {'pos': [-1.482570785282917, -1.5694471126764529, 5.24729999740401]}}]","[{'event': 'Last', 'time': 0.9168971, 'head': {'pos': [-3.2358753022637203, -0.4724454824378204, 6.41487228154662]}, 'handle': {'pos': [-3.426508943321566, 1.1834895301272355, 4.26155021201556]}}]",,,,No,Hit,7.149884966675779,3.684040083421639,0.8310916933627677,14.083497747634679,156.94130585708902,7.022226293581539,0.5230853724216825,0.829921,,,,[0.55306118 1.7881871  3.03418231],[0.86610638 1.7606733  3.93902677],0.40089331825027014,687498ac-2e3c-4362-8389-57092908e34d,-10.327489107063741,10.306216223670326,Hit,Hit,63813.0,797957728.0
1165,12345634_36672.jsonl,{'eventId': ''},SwingRecorded,9,0,0,0,0,0,0,0,1,e9a6b455-87e5-4310-998d-0d08edd267db,Curveball,Strike,{},78.0,125.0,35.0,2280.0,{},,,,,{},{},"[{'event': 'Nearest', 'time': 0.4985833925664857, 'head': {'pos': [-0.6277811365738186, -0.4635551235847068, 1.982224024329021]}, 'handle': {'pos': [1.7951322942722154, 0.3165170985278602, 2.949816769747046]}}]",[],"[{'event': 'First', 'time': -0.3362681, 'head': {'pos': [3.016669520108078, -1.9566908028920502, 7.119373250183345]}, 'handle': {'pos': [1.6793428387314941, -2.7139226326728716, 4.871393003536054]}}]","[{'event': 'Last', 'time': 0.8303058999999996, 'head': {'pos': [1.3818694052921345, -2.145779628750778, 2.990249548255075]}, 'handle': {'pos': [4.043596987139059, -1.817849996952955, 3.462400289751466]}}]",6.473158187044821,3.590184867763376,0.8348514925664857,Nearest,NoHit,,,,13.567802329358285,118.28606942612032,6.375789635882082,0.39424746939726263,0.833267,,,,,,,,,,,,,
1167,12345634_37639.jsonl,{'eventId': ''},SwingRecorded,0,0,0,1,0,1,1,1,0,5aeaee38-5e94-4d9a-b261-953d163f6d4c,Slider,Ball,Called,80.0,129.0,36.0,2900.0,{},,,,,{},{},"[{'event': 'Nearest', 'time': 0.491265306752592, 'head': {'pos': [0.4480729297633761, -0.797412809756043, 2.9083563587426724]}, 'handle': {'pos': [-1.3329196738104274, 1.0421810705997498, 3.83529626372263]}}]",[],"[{'event': 'First', 'time': -0.3651282000000002, 'head': {'pos': [-3.464081821042655, -0.16675166989511508, 6.358675455792826]}, 'handle': {'pos': [-1.5836525155327406, -1.9150387256894479, 5.451627560920229]}}]","[{'event': 'Last', 'time': 0.9147737999999996, 'head': {'pos': [-2.1806862540618903, -1.8024988646544426, 4.759665065733439]}, 'handle': {'pos': [-1.6569280209094692, 0.7987198070468767, 4.147622076010653]}}]",5.2542735120141835,3.379429351796445,0.8563935067525922,Nearest,NoHit,,,,9.773145820091335,51.684538619039124,5.2257603899644245,0.17226456721725897,0.8532700000000002,,,,,,,,,,,,,
1168,12345634_37821.jsonl,{'eventId': ''},SwingRecorded,9,0,0,1,0,3,1,1,0,4bd8edcf-cca6-429a-a8c1-6597aec936fa,Sinker,Ball,Called,90.0,145.0,40.0,2390.0,{},,,,,{},{},,,,,7.337187820775505,7.337187820775505,-2.1252459999999997,Nearest,NoHit,,,,,,,,,,,,,,,,,,,,,
1169,12345634_36947.jsonl,"{'start': {'angle': [-58.00313275070431, 37.523787976823456]}, 'type': 'Hit', 'teamId': {'mlbId': 63813}, 'personId': {'mlbId': 352830460}, 'eventId': 'cf523ae1-fa2f-4401-92d4-7582e8c13713'}",SwingRecorded,0,0,0,1,0,1,0,2,0,01a881b4-bf82-41b8-8395-9e36eb5e0b71,Sinker,Strike,Foul,96.0,155.0,43.0,2350.0,cf523ae1-fa2f-4401-92d4-7582e8c13713,84.0,135.0,38.0,3010.0,{},{},[],"[{'event': 'Hit', 'time': 0.397417270115238, 'head': {'pos': [-0.358817441006782, 0.3782455639112734, 2.187637440268255]}, 'handle': {'pos': [1.8845398650124237, 1.0370956440771775, 3.5835322985820754]}}]","[{'event': 'First', 'time': -0.4402582, 'head': {'pos': [3.2365322069308964, -1.7047521179277692, 6.859567553620024]}, 'handle': {'pos': [1.8276047587912563, -2.4000292126810625, 4.635433768646315]}}]","[{'event': 'Last', 'time': 0.8093927999999997, 'head': {'pos': [1.9205174077578226, -1.6603765926518725, 4.3581894668491845]}, 'handle': {'pos': [3.9263881246344488, 0.10179034738537684, 4.8934541011077295]}}]",,,,No,Hit,6.252387497389735,3.59493610374219,0.837675470115238,11.44263107710162,117.90221971016997,6.165123365440116,0.39285019607431926,0.836433,,,,[0.07432887 0.7254676  2.62531032],[0.18919452 0.53919082 2.52862952],0.7557179326198119,cf523ae1-fa2f-4401-92d4-7582e8c13713,-58.00313275070431,37.523787976823456,Hit,Hit,63813.0,352830460.0
1172,12345634_37766.jsonl,{'eventId': ''},SwingRecorded,0,0,0,1,0,0,0,0,1,942b61e5-9b98-4f2b-a75b-a0bcef9c71a0,FourSeamFastball,Strike,Foul,97.0,156.0,43.0,2260.0,{},,,,,{},{},"[{'event': 'Nearest', 'time': 0.4012751561779407, 'head': {'pos': [-0.12309266702616432, -0.7116339443474078, 2.2529932806853408]}, 'handle': {'pos': [1.5949603420556306, 0.7447062876816589, 3.783556860753102]}}]",[],"[{'event': 'First', 'time': -0.4468578, 'head': {'pos': [3.3839593886336745, -2.039909340775824, 7.16805306872738]}, 'handle': {'pos': [1.7909260105997766, -2.631068736077558, 5.040135515839645]}}]","[{'event': 'Last', 'time': 0.8163782, 'head': {'pos': [2.764177132821563, -2.1108899028208756, 4.8670442387390445]}, 'handle': {'pos': [3.6905206343013823, 0.3557572650152778, 5.55464685125831]}}]",6.182357347314438,3.607388178544638,0.8481329561779407,Nearest,NoHit,,,,10.921171866088923,122.29839488134745,6.072475786422821,0.40762055013953474,0.846601,,,,,,,,,,,,,
1173,12345634_35936.jsonl,"{'start': {'angle': [136.47656828921237, -56.822993548879]}, 'type': 'Hit', 'teamId': {'mlbId': 90068}, 'personId': {'mlbId': 558675411}, 'eventId': '129f6a36-2f96-4d61-9ced-e3de20c06c0f'}",SwingRecorded,0,0,0,0,0,3,0,1,1,09939142-b193-4b53-aed9-8e9f34a6a6d3,Curveball,Strike,Foul,78.0,125.0,35.0,2730.0,129f6a36-2f96-4d61-9ced-e3de20c06c0f,56.0,89.0,25.0,4310.0,{},{},[],"[{'event': 'Hit', 'time': 0.469406178799125, 'head': {'pos': [0.42891134498136996, 2.7767429645752038, 1.784281467643351]}, 'handle': {'pos': [-1.7263651238556854, 1.4506003544684405, 2.789958854586014]}}]","[{'event': 'First', 'time': -0.3510257, 'head': {'pos': [-2.6749619695670908, -0.26050949789378536, 6.30634539234494]}, 'handle': {'pos': [-1.602848917658208, -1.9611380965356058, 4.469583606080998]}}]","[{'event': 'Last', 'time': 0.8555523, 'head': {'pos': [-2.4284334418518636, -4.336620434261111, 3.8300539845287846]}, 'handle': {'pos': [-3.616129343541093, -1.8884646258278526, 3.9357396922495163]}}]",,,,No,Hit,6.2696087766803705,3.804780521539645,0.8204318787991249,16.2028933951402,125.33113356881918,6.269126271952298,0.41772866818487814,0.819939,,,,[0.38036118 2.91538874 1.63888848],[0.49443746 2.81706121 1.75370621],1.0304026497701266,129f6a36-2f96-4d61-9ced-e3de20c06c0f,136.47656828921237,-56.822993548879,Hit,Hit,90068.0,558675411.0
